Cantidad (en UM de inventario),VentaNeta,CodCliente,Número de documento,ItemCode,CodVendedor,Código de almacén de línea,Fecha,Descripción del artículo,CanalDeVenta,Kilombos
10,69579,C7104239,1067984,100402409101,3,B30,2-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77377492,1068998,100402409101,70,B30,14-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77310,C77095876,1074899,100402409101,3,B30,1-Dec-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,90950,C77267749,1074906,100402409101,3,B30,1-Dec-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C77153803,1059898,100402409101,62,B30,10-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,T00000411,1061361,100402409101,62,B30,24-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77153803,1063460,100402409101,62,B30,19-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77095709,1064152,100402409101,62,B30,27-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77174342,1064388,100402409101,62,B30,28-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,T00000411,1064628,100402409101,62,B30,30-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77186567,1065653,100402409101,62,B30,10-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,69580,T00000411,1067583,100402409101,62,B30,31-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,69580,T00001147,1067517,100402409101,62,B30,31-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77150676,1068900,100402409101,62,B30,13-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,T00000695,1069323,100402409101,62,B30,21-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77312,C77153803,1069735,100402409101,62,B30,24-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77319068,1071020,100402409101,62,B30,7-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,T00001088,1071946,100402409101,62,B30,20-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77319068,1072043,100402409101,62,B30,21-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,T00000411,1072110,100402409101,62,B30,21-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C13385799,1072060,100402409101,62,B30,21-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77150676,1073140,100402409101,62,B30,4-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77153803,1073662,100402409101,62,B30,11-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,T00000695,1074422,100402409101,62,B30,24-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76789046,1074611,100402409101,62,B30,26-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77153803,1074711,100402409101,62,B30,29-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,81513,C76859028,1021282,100402409101,4,B30,14-Jun-19,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,81513,C76855936,1022575,100402409101,4,B30,11-Jul-19,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,81513,C6310360,1023324,100402409101,4,B30,2-Aug-19,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,81513,C76914190,1023603,100402409101,4,B30,7-Aug-19,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,81512,C76542343,1024099,100402409101,4,B30,19-Aug-19,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,81512,C76673944,1024462,100402409101,4,B30,27-Aug-19,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,81513,C76673944,1033593,100402409101,4,B30,30-Mar-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,90570,C10855317,1037752,100402409101,4,B30,30-Jun-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76680704,1039532,100402409101,4,B30,4-Aug-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C77061417,1039718,100402409101,4,B30,6-Aug-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76542343,1041655,100402409101,4,B30,8-Sep-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76542343,1042198,100402409101,4,B30,15-Sep-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C11649543,1042418,100402409101,4,B30,21-Sep-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C76476825,1043651,100402409101,4,B30,9-Oct-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76542343,1043791,100402409101,4,B30,14-Oct-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C13818161,1044824,100402409101,4,B30,30-Oct-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C76542343,1046790,100402409101,4,B30,1-Dec-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C13818161,1050637,100402409101,4,B30,2-Feb-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76542343,1050933,100402409101,4,B30,9-Feb-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C77061417,1052603,100402409101,4,B30,11-Mar-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C13818161,1052716,100402409101,4,B30,12-Mar-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C13818161,1054190,100402409101,4,B30,7-Apr-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76542343,1054805,100402409101,4,B30,14-Apr-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C13965120,1054818,100402409101,4,B30,15-Apr-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C11649543,1055106,100402409101,4,B30,20-Apr-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C13818161,1055886,100402409101,4,B30,30-Apr-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C77061417,1056350,100402409101,4,B30,6-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C77271001,1057329,100402409101,4,B30,18-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C14569812,1058547,100402409101,4,B30,31-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76542343,1059904,100402409101,4,B30,10-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77271001,1060361,100402409101,4,B30,15-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C12841651,1060671,100402409101,4,B30,17-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77061417,1061925,100402409101,4,B30,30-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C11649543,1062420,100402409101,4,B30,6-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77271001,1063379,100402409101,4,B30,15-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C13965120,1063847,100402409101,4,B30,22-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76914190,1064691,100402409101,4,B30,30-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C13818161,1064674,100402409101,4,B30,30-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77061417,1064881,100402409101,4,B30,3-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77271001,1065560,100402409101,4,B30,9-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,69579,C76825371,1065591,100402409101,4,B30,10-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C14569812,1066403,100402409101,4,B30,17-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76789893,1066311,100402409101,4,B30,17-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77271001,1067081,100402409101,4,B30,25-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76673944,1068599,100402409101,4,B30,9-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77122164,1068868,100402409101,4,B30,13-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76673944,1070655,100402409101,4,B30,5-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77186079,1070883,100402409101,4,B30,6-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77271001,1071609,100402409101,4,B30,14-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77061417,1071812,100402409101,4,B30,19-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76789893,1071820,100402409101,4,B30,19-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77122164,1071824,100402409101,4,B30,19-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,69579,C76825371,1072333,100402409101,4,B30,26-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76999868,1073142,100402409101,4,B30,4-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76673944,1073973,100402409101,4,B30,17-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76999868,1073990,100402409101,4,B30,17-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C14569812,1074150,100402409101,4,B30,19-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77122164,1074318,100402409101,4,B30,23-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76789893,1074760,100402409101,4,B30,30-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,69579,C76825371,1074919,100402409101,4,B30,2-Dec-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,81513,C76833117,1023456,100402409101,11,B30,5-Aug-19,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,81513,C76833117,1024588,100402409101,11,B30,30-Aug-19,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,81512,C15486149,1025222,100402409101,11,B30,12-Sep-19,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76371937,1038782,100402409101,11,B30,21-Jul-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76446277,1041451,100402409101,11,B30,3-Sep-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C76371937,1042486,100402409101,11,B30,22-Sep-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76446277,1043178,100402409101,11,B30,2-Oct-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C12245469,1044226,100402409101,11,B30,21-Oct-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C77086135,1046582,100402409101,11,B30,26-Nov-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C12245469,1046871,100402409101,11,B30,1-Dec-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76371937,1047980,100402409101,11,B30,21-Dec-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86133,C77196507,1049398,100402409101,11,B30,11-Jan-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76371937,1049430,100402409101,11,B30,12-Jan-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C17644726,1052360,100402409101,11,B30,8-Mar-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C15879939,1055584,100402409101,11,B30,27-Apr-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C76371937,1056310,100402409101,11,B30,6-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C77196507,1056313,100402409101,11,B30,6-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C15486149,1057441,100402409101,11,B30,19-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C77090741,1058627,100402409101,11,B30,31-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C77090741,1058629,100402409101,11,B30,31-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77211608,1060678,100402409101,11,B30,17-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C17644726,1061617,100402409101,11,B30,29-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77310,C15486149,1061968,100402409101,11,B30,1-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77196507,1062418,100402409101,11,B30,6-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C17644726,1063862,100402409101,11,B30,22-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77211608,1064501,100402409101,11,B30,29-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C15486149,1065482,100402409101,11,B30,8-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C17644726,1065556,100402409101,11,B30,9-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76446277,1065530,100402409101,11,B30,9-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,85900,C76364162,1068287,100402409101,11,B30,7-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C15486149,1068335,100402409101,11,B30,8-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76371937,1069885,100402409101,11,B30,28-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C17644726,1070246,100402409101,11,B30,30-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C15486149,1070609,100402409101,11,B30,5-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76652145,1072054,100402409101,11,B30,21-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C10273603,1073104,100402409101,11,B30,4-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C17644726,1074338,100402409101,11,B30,23-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77196507,1074517,100402409101,11,B30,25-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,81513,C8244402,1023169,100402409101,38,B30,30-Jul-19,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,81513,C77010062,1024143,100402409101,38,B30,20-Aug-19,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,T00000339,1038072,100402409101,38,B30,6-Jul-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C16823178,1040564,100402409101,38,B30,20-Aug-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,T00000339,1041799,100402409101,38,B30,9-Sep-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76992217,1042204,100402409101,38,B30,15-Sep-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76992217,1043070,100402409101,38,B30,1-Oct-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C14099496,1043514,100402409101,38,B30,7-Oct-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,T00000339,1043421,100402409101,38,B30,7-Oct-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,T00000402,1044375,100402409101,38,B30,22-Oct-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,T00000339,1046614,100402409101,38,B30,26-Nov-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,T00000339,1049428,100402409101,38,B30,12-Jan-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76992217,1050563,100402409101,38,B30,2-Feb-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,90570,C77090741,1050621,100402409101,38,B30,2-Feb-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C17644726,1050724,100402409101,38,B30,3-Feb-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C77211608,1050948,100402409101,38,B30,9-Feb-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C18682103,1051561,100402409101,38,B30,23-Feb-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76992217,1052000,100402409101,38,B30,2-Mar-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,T00000339,1052564,100402409101,38,B30,10-Mar-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76992217,1053265,100402409101,38,B30,22-Mar-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,T00000339,1053692,100402409101,38,B30,29-Mar-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C76992217,1054070,100402409101,38,B30,6-Apr-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C77010062,1054930,100402409101,38,B30,16-Apr-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C76992217,1056651,100402409101,38,B30,11-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C18682103,1056631,100402409101,38,B30,11-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C76992217,1057398,100402409101,38,B30,19-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C18411007,1057803,100402409101,38,B30,25-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76992217,1060415,100402409101,38,B30,15-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76850581,1060502,100402409101,38,B30,16-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77010062,1060661,100402409101,38,B30,17-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C17682898,1061078,100402409101,38,B30,23-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76992217,1061755,100402409101,38,B30,30-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77233679,1062974,100402409101,38,B30,12-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77310,C77010062,1063061,100402409101,38,B30,13-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,T00000339,1063423,100402409101,38,B30,19-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76850581,1063444,100402409101,38,B30,19-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76992217,1063567,100402409101,38,B30,20-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77215065,1065354,100402409101,38,B30,6-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C17405472,1065375,100402409101,38,B30,6-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C18411007,1065646,100402409101,38,B30,10-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76992217,1066618,100402409101,38,B30,19-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,69580,C12245469,1067650,100402409101,38,B30,31-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,69581,C77115739,1067582,100402409101,38,B30,31-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,69580,C77010062,1067651,100402409101,38,B30,31-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,69580,C76354840,1068258,100402409101,38,B30,7-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76850581,1069672,100402409101,38,B30,23-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77010062,1072056,100402409101,38,B30,21-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C76992217,1074485,100402409101,38,B30,25-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C77137814,1049676,100402409101,38,B30,14-Jan-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C77137814,1051021,100402409101,38,B30,10-Feb-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C77137814,1051549,100402409101,38,B30,22-Feb-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C77137814,1052977,100402409101,38,B30,17-Mar-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C77137814,1053691,100402409101,38,B30,29-Mar-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86134,C77137814,1055249,100402409101,38,B30,21-Apr-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,86135,C77137814,1057255,100402409101,38,B30,18-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77137814,1059921,100402409101,38,B30,10-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77137814,1062668,100402409101,38,B30,8-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77137814,1063839,100402409101,38,B30,22-Jul-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77137814,1066279,100402409101,38,B30,16-Aug-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,69580,C77137814,1068251,100402409101,38,B30,7-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77137814,1069598,100402409101,38,B30,23-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77137814,1070822,100402409101,38,B30,6-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77137814,1072884,100402409101,38,B30,2-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77137814,1073848,100402409101,38,B30,16-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
10,77311,C77137814,1074961,100402409101,38,B30,2-Dec-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,10
30,258404,C12245469,1058156,100402409101,38,B30,27-May-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,30
30,231933,C77215065,1060840,100402409101,38,B30,18-Jun-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,30
30,258404,C76833117,1036338,100402409101,11,B30,1-Jun-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,30
30,258403.416,T00000695,1051678,100402409101,62,B30,24-Feb-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,30
30,208740,C77037646,1067874,100402409101,11,B30,2-Sep-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,30
30,257700,C76364162,1071913,100402409101,11,B30,19-Oct-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,30
30,231933,C77037646,1073402,100402409101,11,B30,9-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,30
30,231934,C77037646,1074051,100402409101,11,B30,18-Nov-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,30
15,129202,C11649543,1045701,100402409101,4,B30,12-Nov-20,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,15
15,129202,C77271001,1055096,100402409101,4,B30,20-Apr-21,Almendras Cubiertas Con Chocolate De Leche Bl 5 Kg,Televenta,15
